"id","basket_value","recency_days","Item_1","Item_2","Item_3","Item_4","Item_5","Item_6","Item_7","Item_8","Item_9","Item_10","Item_11","Item_12","Item_13","Item_14","Item_15","Item_16","Item_17","Item_18","Item_19","Item_20","Item_21","Item_22","Item_23","Item_24","Item_25","Item_26","Item_27","Item_28","Item_29","Item_30","Item_31","Item_32"
1301,9,16,"sausage","meat","chicken","root vegetables","other vegetables","whole milk","salt","salty snack",,,,,,,,,,,,,,,,,,,,,,,,
1302,1.3,9,"beef","berries","other vegetables","white bread","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,,
1303,3.4,50,"ham","whole milk","hard cheese","frozen meals","rolls/buns","rice","soups","baking powder","canned vegetables","bottled beer","female sanitary products",,,,,,,,,,,,,,,,,,,,,
1304,3,36,"chicken","pork","root vegetables","onions","packaged fruit/vegetables","butter","hard cheese","salt","bottled water","bottled beer",,,,,,,,,,,,,,,,,,,,,,
1305,2.5,55,"herbs","other vegetables","whole milk","butter","white bread","margarine","misc. beverages","hygiene articles","shopping bags",,,,,,,,,,,,,,,,,,,,,,,
1306,1.6,60,"grapes","root vegetables",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307,6.4,12,"tropical fruit","pip fruit","whole milk","chewing gum","chocolate",,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,9.7,4,"frankfurter","meat","tropical fruit","berries","other vegetables","whole milk","whipped/sour cream","domestic eggs","margarine","ketchup","misc. beverages","canned beer","salty snack",,,,,,,,,,,,,,,,,,,
1309,6.6,18,"onions","other vegetables","rolls/buns","salt","chocolate","specialty bar","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,
1310,14.8,6,"sausage","organic sausage","citrus fruit","berries","yogurt","whipped/sour cream","domestic eggs","rolls/buns","canned vegetables","salty snack","newspapers",,,,,,,,,,,,,,,,,,,,,
1311,8.7,75,"citrus fruit","other vegetables","soft cheese","rolls/buns","pastry","canned beer","newspapers",,,,,,,,,,,,,,,,,,,,,,,,,
1312,5.8,75,"hamburger meat","pastry","soda","canned beer","detergent","softener","hygiene articles","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,
1313,9.2,6,"frankfurter","root vegetables","other vegetables","whole milk","whipped/sour cream","sliced cheese","frozen meals","frozen dessert","flour","sugar","coffee","cleaner","shopping bags",,,,,,,,,,,,,,,,,,,
1314,4.9,47,"sausage","pork",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1315,4.4,38,"root vegetables","other vegetables","yogurt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319,4.1,30,"pip fruit","root vegetables","other vegetables","whole milk","chewing gum","kitchen towels",,,,,,,,,,,,,,,,,,,,,,,,,,
1321,3.1,38,"red/blush wine","specialty chocolate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1323,8.8,75,"frankfurter","berries","other vegetables","whole milk","soft cheese","domestic eggs","rolls/buns","brown bread","pastry","shopping bags",,,,,,,,,,,,,,,,,,,,,,
1324,4.6,32,"meat","beef","tropical fruit","pip fruit","berries","other vegetables","whole milk","white bread","brown bread","sugar","detergent",,,,,,,,,,,,,,,,,,,,,
1325,2.9,47,"whole milk","canned fish","soda","bottled beer","hygiene articles","candles",,,,,,,,,,,,,,,,,,,,,,,,,,
1329,1.4,11,"bottled water","fruit/vegetable juice","bottled beer","prosecco",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1330,7.2,75,"beverages","pastry","long life bakery product","chocolate marshmallow",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,4.1,46,"whole milk","yogurt","frozen meals","sugar","coffee","bottled water","fruit/vegetable juice","bottled beer","salty snack",,,,,,,,,,,,,,,,,,,,,,,
1332,3.9,50,"citrus fruit","pip fruit","grapes","other vegetables","dessert","butter milk","yogurt","domestic eggs","flour","oil","sugar","ketchup","detergent","dish cleaner",,,,,,,,,,,,,,,,,,
1333,6.9,11,"tropical fruit","whole milk","hard cheese","rolls/buns","cat food","bottled water","dish cleaner",,,,,,,,,,,,,,,,,,,,,,,,,
1334,1.7,67,"cat food","soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,7,75,"whole milk","beverages","pastry","soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1.7,67,"soda","fruit/vegetable juice",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337,6.4,23,"sausage","yogurt","salty snack",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338,9.4,6,"root vegetables","whole milk","butter","yogurt","whipped/sour cream","soft cheese","cream cheese ","domestic eggs","brown bread","jam","misc. beverages","fruit/vegetable juice","napkins","pot plants",,,,,,,,,,,,,,,,,,
1339,4.5,29,"berries","other vegetables","butter milk","yogurt","soda","newspapers",,,,,,,,,,,,,,,,,,,,,,,,,,
1340,1.3,9,"other vegetables",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341,6.5,4,"sausage","pip fruit","root vegetables","bottled beer","abrasive cleaner","light bulbs",,,,,,,,,,,,,,,,,,,,,,,,,,
1342,1.4,11,"beverages","bottled water","misc. beverages",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343,1.6,75,"chicken","root vegetables","roll products ","vinegar","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,5.8,62,"whole milk","yogurt","chocolate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,7.1,2,"sausage","hard cheese","rolls/buns","canned vegetables","dog food",,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,6.9,7,"ham","hamburger meat","citrus fruit","root vegetables","onions","other vegetables","whole milk","white bread","brown bread","sugar","soda","red/blush wine","dishes","shopping bags",,,,,,,,,,,,,,,,,,
1347,1.2,6,"whole milk","brown bread",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348,4.2,45,"root vegetables","onions","whole milk","bottled water","dishes",,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,1.1,2,"citrus fruit","frozen potato products",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350,14,75,"frankfurter","chicken","butter","dessert","butter milk","ice cream","pastry","oil","margarine","soda","salty snack","chocolate","chocolate marshmallow","detergent","hygiene articles","napkins","pot plants",,,,,,,,,,,,,,,
1351,5.1,33,"ice cream","salty snack","waffles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352,18.3,26,"sausage","ham","meat","chicken","tropical fruit","other vegetables","whole milk","butter","yogurt","cream cheese ","frozen vegetables","domestic eggs","rolls/buns","brown bread","semi-finished bread","candy","newspapers",,,,,,,,,,,,,,,
1353,1.6,63,"root vegetables","fruit/vegetable juice","long life bakery product","pot plants",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354,15.5,75,"ham","tropical fruit","grapes","onions","other vegetables","yogurt","whipped/sour cream","soft cheese","sliced cheese","frozen vegetables","white bread","pastry","semi-finished bread","oil","cat food","bottled water","fruit/vegetable juice","detergent","house keeping products",,,,,,,,,,,,,
1356,1.1,2,"citrus fruit","frozen meals","canned beer","red/blush wine","salty snack",,,,,,,,,,,,,,,,,,,,,,,,,,,
1358,4.4,26,"other vegetables","chocolate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,5.3,75,"whole milk","white bread","pastry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360,3.1,45,"zwieback","oil","mustard","chocolate",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361,6.6,75,"chicken","other vegetables","whole milk","domestic eggs","pastry","canned beer",,,,,,,,,,,,,,,,,,,,,,,,,,
1362,1.5,54,"butter","yogurt","dog food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,1.7,60,"ham","dessert","frozen meals","frozen dessert","white bread","sweet spreads","soda","long life bakery product","specialty bar","hygiene articles","newspapers","shopping bags",,,,,,,,,,,,,,,,,,,,
1364,2.9,49,"whole milk","butter milk","soda","chewing gum","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,1.1,2,"citrus fruit","misc. beverages","liquor","cling film/bags",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366,7.9,3,"ham","herbs","other vegetables","curd","yogurt","cream cheese ","light bulbs",,,,,,,,,,,,,,,,,,,,,,,,,
1369,2.1,74,"chicken","tropical fruit","candy","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372,6.4,17,"other vegetables","cream cheese ","coffee","dishes",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,1.2,6,"chicken","whole milk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375,14.7,15,"sausage","meat","grapes","other vegetables","yogurt","soft cheese","domestic eggs","rolls/buns","margarine","soda","chocolate",,,,,,,,,,,,,,,,,,,,,
1377,4.6,48,"yogurt","chocolate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1378,1.7,72,"frozen meals","pet care","soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379,1.4,11,"canned fruit","meat spreads","bottled water",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380,3.1,49,"butter","waffles","chocolate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381,7.3,75,"yogurt","pastry","semi-finished bread","soda","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,,
1382,2.3,75,"citrus fruit","whole milk","soft cheese","canned beer",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383,1.5,65,"meat","yogurt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384,1.6,69,"root vegetables","butter","frozen vegetables","salty snack",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385,10.2,75,"frankfurter","sausage","whole milk","butter","dessert","pastry","fruit/vegetable juice",,,,,,,,,,,,,,,,,,,,,,,,,
1386,6.3,8,"tropical fruit","other vegetables","packaged fruit/vegetables","whole milk","frozen meals","white bread","instant coffee","soda","female sanitary products","newspapers","pot plants","shopping bags",,,,,,,,,,,,,,,,,,,,
1387,1.5,75,"yogurt","sugar","instant coffee",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388,2.9,48,"root vegetables","other vegetables","white bread","sparkling wine",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,9.5,75,"yogurt","rolls/buns","pastry","soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1391,3.3,48,"citrus fruit","pip fruit","grapes","berries","soft cheese","rolls/buns","oil","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,
1392,14.2,2,"beef","root vegetables","whole milk","butter milk","yogurt","beverages","cream cheese ","sweet spreads","soda","chocolate",,,,,,,,,,,,,,,,,,,,,,
1393,10.1,2,"citrus fruit","onions","other vegetables","whole milk","cream cheese ","domestic eggs","sugar","bottled water","bottled beer","long life bakery product","seasonal products","napkins",,,,,,,,,,,,,,,,,,,,
1396,1.4,11,"bottled water",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1397,6.6,15,"sausage","domestic eggs","coffee","soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399,1.7,58,"dog food","soda","fruit/vegetable juice","bottled beer",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,8.4,75,"packaged fruit/vegetables","whole milk","pastry","bottled water","soda","misc. beverages","chewing gum","specialty bar","hygiene articles","pot plants","shopping bags",,,,,,,,,,,,,,,,,,,,,
1402,7.4,16,"finished products","beef","tropical fruit","spread cheese","rolls/buns","waffles","chocolate","specialty chocolate","hair spray","shopping bags",,,,,,,,,,,,,,,,,,,,,,
1406,10.1,13,"sausage","other vegetables","sliced cheese","rolls/buns","coffee","soda","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,
1407,1.2,6,"whole milk","sugar","pudding powder",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1408,4.9,29,"sausage","waffles",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1409,1.7,66,"soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410,4.3,42,"whole milk","bottled water","soda","canned beer",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411,2.8,27,"root vegetables","whole milk","brown bread","brandy","detergent","dish cleaner","female sanitary products","napkins","shopping bags",,,,,,,,,,,,,,,,,,,,,,,
1413,5.1,39,"cream cheese ","dishes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414,4.4,49,"other vegetables","misc. beverages","long life bakery product","chocolate","candy","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,
1416,5.1,37,"whipped/sour cream",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417,1.5,60,"yogurt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418,2.8,27,"pork","beef","other vegetables","yogurt","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,,
1420,2.9,44,"whole milk","soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421,9.1,8,"sausage","ham","citrus fruit","grapes","berries","butter milk","frozen meals","domestic eggs","cat food","coffee","bottled water","soda","fruit/vegetable juice","waffles","hygiene articles",,,,,,,,,,,,,,,,,
1424,1.7,71,"soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,2.7,60,"whole milk","yogurt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,1.2,6,"chicken","whole milk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1429,2.2,69,"pork","UHT-milk","rolls/buns","margarine",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1431,1.2,6,"whole milk","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432,12.2,75,"pip fruit","root vegetables","whole milk","rolls/buns","pastry","coffee","chocolate",,,,,,,,,,,,,,,,,,,,,,,,,
1433,1.6,55,"root vegetables","coffee","detergent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,1.2,6,"ham","whole milk","curd","dessert",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435,9.9,16,"ice cream","soda","bottled beer","chocolate marshmallow",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1436,7.8,20,"sausage","whole milk","brown bread","soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1439,15.2,75,"tropical fruit","pip fruit","grapes","ice cream","frozen potato products","rolls/buns","pastry","soda","misc. beverages","salty snack","long life bakery product","chewing gum","specialty bar","napkins","photo/film",,,,,,,,,,,,,,,,,
1443,9.3,16,"grapes","root vegetables","whole milk","butter","whipped/sour cream","condensed milk","roll products ","oil","bottled water","fruit/vegetable juice",,,,,,,,,,,,,,,,,,,,,,
1444,8.4,3,"liver loaf","tropical fruit","pip fruit","grapes","whole milk","curd","whipped/sour cream","frozen vegetables","baking powder",,,,,,,,,,,,,,,,,,,,,,,
1445,4.6,46,"beef","root vegetables","other vegetables","soda","bottled beer","hygiene articles",,,,,,,,,,,,,,,,,,,,,,,,,,
1446,5.9,8,"root vegetables","whole milk","butter","domestic eggs","flour","oil","sugar","baking powder","white wine","specialty chocolate","shopping bags",,,,,,,,,,,,,,,,,,,,,
1447,1.4,11,"pork","brown bread","bottled water","fruit/vegetable juice",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449,3.1,47,"brown bread","specialty chocolate","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453,4.1,75,"pastry","sugar","bottled beer","long life bakery product","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,,
1454,4.8,30,"beverages","soda","chocolate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1456,9.9,4,"cream cheese ","pasta","jam","sweet spreads","coffee","soda","chocolate",,,,,,,,,,,,,,,,,,,,,,,,,
1457,2.2,66,"rolls/buns","liquor","red/blush wine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1458,2.2,56,"rolls/buns",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459,3.6,36,"rolls/buns","bottled water",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1460,10.2,75,"sausage","whole milk","brown bread","pastry",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461,3.9,48,"hard cheese","rolls/buns","soda","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1464,9.8,12,"citrus fruit","tropical fruit","berries","yogurt","cream cheese ","brown bread","meat spreads",,,,,,,,,,,,,,,,,,,,,,,,,
1465,1.5,71,"yogurt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466,3.7,40,"yogurt","beverages","rolls/buns","fruit/vegetable juice","pot plants",,,,,,,,,,,,,,,,,,,,,,,,,,,
1468,2.1,64,"tropical fruit","frozen vegetables",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1469,5.8,65,"citrus fruit","other vegetables","whole milk","butter","frozen vegetables","rolls/buns","brown bread","fruit/vegetable juice","cleaner",,,,,,,,,,,,,,,,,,,,,,,
1470,2.2,65,"rolls/buns",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1471,5.1,35,"whipped/sour cream","salty snack",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472,7.4,19,"citrus fruit","whole milk","butter milk","whipped/sour cream",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1474,3.9,38,"other vegetables","whole milk","soups","bottled water","bottled beer",,,,,,,,,,,,,,,,,,,,,,,,,,,
1476,1.7,60,"soda","fruit/vegetable juice",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477,3.3,40,"tropical fruit","whole milk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1478,1.7,67,"coffee","soda","bottled beer","liquor (appetizer)","bathroom cleaner",,,,,,,,,,,,,,,,,,,,,,,,,,,
1479,2.5,59,"ham","other vegetables","whole milk","frozen vegetables",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480,5.1,33,"whipped/sour cream",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1481,8,7,"citrus fruit","tropical fruit","whole milk","rolls/buns","bottled water","long life bakery product","decalcifier","newspapers",,,,,,,,,,,,,,,,,,,,,,,,
1483,3.4,39,"whole milk","rolls/buns",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1485,3.9,35,"rolls/buns","soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1486,1.5,58,"fish","dessert","yogurt","cling film/bags",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1487,3.5,38,"meat","other vegetables","rolls/buns","fruit/vegetable juice","cling film/bags",,,,,,,,,,,,,,,,,,,,,,,,,,,
1488,7.1,15,"sausage","rolls/buns",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1489,1.3,9,"other vegetables","oil","margarine","dishes",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490,3.4,29,"tropical fruit","other vegetables","waffles","napkins",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492,1.1,2,"citrus fruit","coffee",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1493,15.1,22,"tropical fruit","root vegetables","whole milk","yogurt","whipped/sour cream","domestic eggs","rolls/buns","margarine","bottled water",,,,,,,,,,,,,,,,,,,,,,,
1495,12.5,24,"sausage","hamburger meat","citrus fruit","root vegetables","whole milk","yogurt","rolls/buns",,,,,,,,,,,,,,,,,,,,,,,,,
1496,7.1,4,"sausage","condensed milk","rolls/buns","coffee",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,1.3,9,"beef","other vegetables","margarine","candles",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,3.9,33,"rolls/buns","soda","waffles","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1501,2.6,63,"whole milk","beverages","bottled water","newspapers",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502,1.6,74,"root vegetables","brown bread","pot plants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503,1.5,66,"yogurt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1505,5.4,70,"hamburger meat","citrus fruit","tropical fruit","rolls/buns","rice","coffee",,,,,,,,,,,,,,,,,,,,,,,,,,
1507,2.7,58,"other vegetables","butter milk","UHT-milk","brown bread","bottled water",,,,,,,,,,,,,,,,,,,,,,,,,,,
1508,4.7,51,"chicken","other vegetables","whole milk","curd","UHT-milk","rolls/buns","newspapers",,,,,,,,,,,,,,,,,,,,,,,,,
1509,2.9,47,"meat","whole milk","frozen potato products","margarine","soda","detergent",,,,,,,,,,,,,,,,,,,,,,,,,,
1510,2.2,59,"rolls/buns",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511,5.4,72,"butter","yogurt","rolls/buns","jam","soda",,,,,,,,,,,,,,,,,,,,,,,,,,,
1512,6.2,23,"sausage","fish","other vegetables","brown bread","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,,
1513,2.2,62,"rolls/buns",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514,3.5,44,"other vegetables","rolls/buns",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515,1.2,6,"frankfurter","whole milk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,12.4,75,"turkey","citrus fruit","tropical fruit","grapes","root vegetables","onions","other vegetables","rolls/buns","brown bread","pastry","pickled vegetables","jam","cat food","fruit/vegetable juice","napkins",,,,,,,,,,,,,,,,,
1519,6.3,24,"whole milk","curd","ice cream","Instant food products","canned fish","newspapers",,,,,,,,,,,,,,,,,,,,,,,,,,
1520,2.9,38,"yogurt","frozen vegetables","sweet spreads","bottled water","skin care","newspapers",,,,,,,,,,,,,,,,,,,,,,,,,,
1521,5.1,32,"whipped/sour cream","flower (seeds)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523,2.3,62,"citrus fruit","whole milk","domestic eggs","canned fruit","dog food","misc. beverages","detergent",,,,,,,,,,,,,,,,,,,,,,,,,
1524,1.5,65,"onions","yogurt","oil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525,8.8,24,"sausage","butter milk","rolls/buns","soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,5.4,75,"other vegetables","butter","pastry","napkins","dishes",,,,,,,,,,,,,,,,,,,,,,,,,,,
1528,2.2,54,"domestic eggs","rolls/buns","white wine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,3.9,26,"rolls/buns","canned fish","soda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,1.3,9,"meat","onions","other vegetables","chewing gum","dishes",,,,,,,,,,,,,,,,,,,,,,,,,,,
1535,1.2,6,"whole milk","frozen vegetables","fruit/vegetable juice","long life bakery product",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,5.3,75,"liver loaf","beef","pip fruit","packaged fruit/vegetables","whole milk","pastry","margarine",,,,,,,,,,,,,,,,,,,,,,,,,
1537,3.8,41,"frankfurter","root vegetables","rolls/buns","vinegar","sugar","mustard","cat food","napkins",,,,,,,,,,,,,,,,,,,,,,,,
1538,3.4,28,"chicken","whole milk","rolls/buns","flour","salt","vinegar","sugar",,,,,,,,,,,,,,,,,,,,,,,,,
1539,2.4,62,"frankfurter","ham","citrus fruit","other vegetables",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,1.5,64,"pip fruit","yogurt","sliced cheese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,7.7,8,"root vegetables","other vegetables","whole milk","rolls/buns","bottled water","dishes","newspapers",,,,,,,,,,,,,,,,,,,,,,,,,
1542,1.3,9,"pip fruit","other vegetables",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1543,7.6,9,"pork","hamburger meat","other vegetables","whole milk","whipped/sour cream","frozen meals","baking powder","coffee",,,,,,,,,,,,,,,,,,,,,,,,
1544,6.4,9,"other vegetables","whipped/sour cream","condensed milk","salt",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,4.1,75,"pastry","long life bakery product","shopping bags",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546,10,21,"sausage","pip fruit","whipped/sour cream","detergent","dental care",,,,,,,,,,,,,,,,,,,,,,,,,,,
1549,6.3,10,"meat","whole milk","whipped/sour cream","oil","pickled vegetables","long life bakery product","napkins",,,,,,,,,,,,,,,,,,,,,,,,,
1550,4.1,75,"pastry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
